;id;nom;elo
0;2045066;SEDUCTION D'ANAMA;1489.5715674410183
1;2083640;SINGAPORE SLING;1534.7649215574927
2;2075463;SARAH DU PLESSIS;1479.648087340206
3;2087897;SOANA DU LEVANT;1497.1626330155757
4;2081035;SYLVIE DE BETAN;1488.8675590374637
5;2077012;SOLOGNE D'EPINE;1466.2430040394177
6;2082426;STANIE BELLE;1469.3387877619682
7;2080132;SONIA DES BORDES;1555.4089710722974
8;2078084;SYLVIANA BELLA;1569.6925313533177
9;2083638;SALANGANE;1496.1078268635893
10;2090808;SOLEA RIVELLIERE;1524.4711291930657
11;2077196;SIRELLA;1478.8323015107055
12;2087355;SIMARDIERE;1479.1562347713257
13;2036537;SAMBA DE FAEL;1559.1915726919083
14;2047794;SAGACITE;1490.8436803027992
15;2076541;SLAMBADA;1454.4318631204385
16;2154637;TRIPOLIA;1545.1840409977858
17;2101156;TRISKELE D'HERMINE;1501.9636288293507
18;2099326;TESSDELLE;1476.705554093359
19;2107380;TORNADE DU DROPT;1490.591864229974
20;2101954;TAMARA JIEL;1583.1714089008278
21;2125920;TYSKA D'ARIANE;1500.3559664890417
22;2132110;TARINA SLY;1481.0388033688118
23;2097625;TEVA DE MORCHIES;1522.5172922804643
24;2154700;TRAVITA DE HOUELLE;1492.231593825035
25;2046547;SPARTACUS JIEL;1508.6324763305659
26;2086875;SAPHIR DU CEBE;1525.3912345052813
27;2077864;SOCIANDO COLMI;1476.767933626692
28;2090838;SUPER CASH;1491.4019837393685
29;2087212;SAPHIR DE ROCHA;1509.3978861529772
30;2087515;SYDNEY DE FELINE;1513.4130921876588
31;2059999;SAPHIR DU PERCHE;1457.7065130706499
32;2051497;LAVINIA RAB;1495.067541885682
33;2080829;SKY LAUNCHER;1469.747492139687
34;2019423;QUEYRAS RAPIDE;1484.253831353559
35;2028845;QUEBEC DES HAYES;1485.5473973221883
36;2019337;QUETSCHE;1436.0796366047346
37;2021575;QUASPER DE BAILLY;1461.2848771698525
38;2015445;QUAMICOERE LE FOL;1511.3098541700654
39;2103222;DECARONE;1581.8026512247905
40;2012899;QUIP D'HETRE;1574.113700471857
41;2023320;QUALISTA DU BOCAGE;1440.8943523449063
42;2011358;QUINES DE LA COMTE;1447.3454677270254
43;2020640;QUERQUEVILLAIS;1470.7986641034609
44;2011969;PACHA DES BORDES;1505.838868032693
45;2020548;PABLO DU BINGARD;1528.7050136363812
46;2027364;RIESLING;1492.0
47;2008938;PALMA DE LA FRETTE;1497.286873852717
48;2024781;ROYALE DU PERTHOIS;1473.1712043309383
49;100890;ONYX DU RELAIS;1492.168374736948
50;2087902;SAWASDE DE HOUELLE;1469.2932950995091
51;98231;ORESTANE GIRL;1485.9119894250007
52;2035808;RISQUE TOUT;1524.0527862123568
53;101213;OMER DE GODISSON;1500.3657954173204
54;98323;OPALE DU GAULTIER;1532.6745612464047
55;97669;NEGOTIANS D'ORTIGE;1505.714696608483
56;2011548;QUACTUS LEMAN;1509.713879898185
57;2003541;PADDY DU BUISSON;1454.8797047625353
58;2020941;QUILLE CASTELETS;1489.2958886941692
59;2027728;REVE DES VALLEES;1492.168374736948
60;84696;NYSSIA VOLO;1492.168374736948
61;2037066;SON ALEZAN;1558.888806243704
62;2045897;SCOOP D'YVEL;1524.1276416636956
63;2077528;SINDY DE LA NOE;1523.4236882360312
64;2060015;STATUE OF LIBERTY;1547.5111102476455
65;2079008;SEIGNEUR AIMEF;1546.2331787010644
66;2037527;SOIF DE LIMONADE;1501.947909022976
