;id;nom;elo
0;2130688.0;NOIR DESIR;1611.224495945566
1;2134812.0;NELSON DERM;1489.609186134396
2;2125988.0;SPIRIT D'OR;1459.2312021597447
3;2097633.0;STHIERIC;1613.1525325060163
4;2090711.0;NISIO MRS;1487.9724791945368
5;2107871.0;PROPELLER;1493.7438485444134
6;2023029.0;ROC ANGEVIN;1482.895742907926
7;2092182.0;NOLITA OM;1524.9819611253756
8;2088674.0;SIR DE L'ESQUE;1493.2690472034867
9;2100060.0;TORNADE DU MANOLET;1528.1915542263087
10;2032143.0;ROE DU MAIL;1478.3504599489472
11;2041090.0;ROYAL ISLAND;1496.4208955331526
12;2129471.0;TWIST DES BAUX;1491.4252451652526
13;2114679.0;TITUS DE BAFFAIS;1519.4300057515352
14;2125732.0;TORNADE PIYA;1512.63553515389
15;2176495.0;TURBO JET;1536.3415451898848
16;2215857.0;URBAIN DE GUEZ;1531.5082669670214
17;2222895.0;UTO DU LANDREAU;1475.7076408413184
18;2202793.0;UNO DE PINTIGNIES;1470.7988719736813
19;2231244.0;UKULELE;1543.406412636167
20;2210488.0;UTRINCOT;1556.942749328757
21;2206592.0;UNANIME DE CHENU;1507.2393163547217
22;2205164.0;UN BENOIT;1485.7312372055799
23;2192758.0;UNITED QUICK;1486.767155148491
24;2203129.0;UDON DE LA FONTE;1528.348883217333
25;2205953.0;URBAN DE KA;1577.0547433154186
26;2218296.0;URSUS DE FOUQUE;1444.6813984134662
27;2213413.0;ULYSSE BOY;1513.9673003100236
28;2178285.0;URISTO DU PONCELET;1473.0421220703995
29;2226440.0;UTELLO DE CHAMBE;1534.1453348431494
30;2216723.0;UNICO PAT;1478.1133298989594
31;2268213.0;URBANE DU BUISSON;1473.2385654123318
32;2214247.0;UTOPICA JIEL;1491.9839899401263
33;2254511.0;UPSALA BELLA;1514.2745098039215
34;2240884.0;USYE DAIRPET;1510.6892280927188
35;2210502.0;UNE FLEUR DU LYS;1476.7018064319439
36;2255775.0;URANIE D'HUCHELOUP;1488.720015611724
37;2214675.0;ULENE DU RIED;1490.0788437438237
38;2218403.0;URIAH JIEL;1496.5646897445606
39;2238706.0;UTAH DU MONT;1493.349216919504
40;2232575.0;UKANIA DE CHENU;1467.2943979256536
41;2237515.0;UTARA DE MORCHIE;1542.0202223062322
42;2216010.0;UNE DES VIGNES;1495.6658558920346
43;2232850.0;UNA DES PONNES;1565.928689733792
44;2218234.0;UNORA DE MARS;1493.6268400055706
45;2228733.0;UNIKIE DE CHENU;1510.2217320472785
46;2189740.0;URKANE JAB;1492.9411764705883
47;2207674.0;UDAYAMA;1585.116731477008
48;2192281.0;UNORA DE LOU;1509.869666956212
49;2158293.0;OIBAMBAM EFFE;1524.441886811572
50;2164983.0;OLMO HOLZ;1505.0051301112244
51;2206281.0;UNABELLA PERRINE;1543.409832434674
52;2170700.0;URAKI DES SARTS;1514.8506935678752
53;2156591.0;ODINO JET;1493.4358974358975
54;2192742.0;UGOR DU BEAUVOISIN;1530.7444112255464
55;2196528.0;UN GERGAUD;1467.2556979679794
56;2186028.0;UTINKA SELLOISE;1489.54525932581
57;2175861.0;OBEY KRONOS;1490.7692307692307
58;2155573.0;ORCHETTO JET;1539.4738854532266
59;2211136.0;OLIMPICO OK;1491.9888559821363
60;2177617.0;OROPURO BAR;1554.4114413641844
61;2304405.0;VICTOIRE DU ROUET;1507.1044772284297
62;2287093.0;VOLAGE D'ISCLA;1570.7818231295496
63;2294793.0;VISITANDINE;1507.1596926719935
64;2242334.0;VALSE DE SIENNE;1482.9130918772005
65;2268382.0;VERO GIRL;1472.9086213600315
66;2287055.0;VOLOMITE SUNSHINE;1483.7843754186695
67;2276023.0;VERLINE BARBES;1508.7044774234269
68;2292053.0;VOLCANE JONES;1465.179865895801
69;2253204.0;VOLTIGE DU LYS;1476.4250230869677
70;2272936.0;VOLDIKOVA;1504.7619047619046
71;2243026.0;VECTRA;1469.4133407578183
72;2256000.0;VALSE DE REVE;1470.7564658573137
73;2256912.0;VIOLE JOYEUSE;1518.3317934324712
74;2275218.0;VISHKAYA DE GRUSON;1523.2773197195704
75;2294694.0;ARDWEN SAINT JUVIN;1468.5615409217385
76;2298613.0;ALREADY WIC;1502.4260087007533
77;2296622.0;ARCIMBOLDI;1497.7341448644336
78;2286120.0;ATTILA DU GABEREAU;1535.3927434698444
79;2287669.0;ATOMEMOKO;1456.8236508052419
80;2289185.0;ALEX D'URZY;1499.2027723477238
81;2296618.0;ALDO DU FRUITIER;1500.5465439375748
82;2289249.0;AYRTON GRIFF;1524.39817628535
83;2293120.0;ASTOR DU QUENNE;1632.2019591656226
84;2024074.0;QUATUOR DE CHENU;1464.9600129062073
